uid_t,name,name_zh,village,raw_Text
V040-2,Xianyingtan,显应坛,V040," Xianyingtan 显应坛, Longxing shangshê 隆兴上社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods include Xuantian shangdi 玄天上帝, Wuhuang dadi 五皇大帝, Chenshi zhenren 陈氏真人, Kongfu daren 孔府大人, Tiangong yuanshuai 田公元帅, Baiya jiangjun 白牙将军 and Huban daye 虎班大神"
V040-3,Longxitang,龙溪堂,V040," Longxitang 龙溪堂 is located in Xiaqiao 下桥. The main god is Sanyi jiaozhu 三一教主 and the secondary gods are as follows: Qitian dasheng 齐天 大圣, Zhanggong shengjun 张公圣君, Tiangong yuanshuai 田公元帅, Sima shengwang 司马圣王 and Linshui furen 临水夫人. 179 initiates are claimed in SJCDCB, 1992:5"
V040-4,Longxingshê,隆兴社,V040, Longxingshê 隆兴社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人
V040-5,Longxingci,龙兴祠,V040, Longxingci 龙兴祠 is located in Dingqiao 顶桥: The main god is Sanyi jiaozhu 三一教主
V040-6,Baihaoan,白毫庵,V040," Baihaoan 白毫庵 was rebuilt in 1958. (PTZJZ, 1992:199) "
V041-1,Yongxing zhongshê,永兴中社,V041, Yongxing zhongshê 永兴中社 Yanxitang 燕禧堂: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 (Shêgong 社公 and Shêma 社妈). Secondary gods include Zhanggong shengjun 张公圣君 and Taiyi xiangu 太乙仙姑
V041-2,Wanlinggong,万灵宫,V041, Wanlinggong 万灵宫: The main god is Kongfu daren 孔府大人. Secondary gods include Lufu dashen 鲁府大神 and Lufu dama 鲁府大妈. 
V042-1,Xingshangong,兴山宫,V042," Xingshangong 兴山宫 is dedicated to Huangdu yuanshuai 黄都元帅. Secondary gods include Xuantian shangdi 玄天上帝, Wanggong daren 王公大人, Tiangong yuanshuai 田公元帅, Huangdu yuanshuai 黄都元帅, Bai daren 白大人, Lin daren 林大人, Huang daren 黄大人, and Wenwu liesheng 文武列圣"
V042-2,Baofushê,保福社,V042," Baofushê 保福社: The main gods are Zunzhu mingwang 尊主明王 and Houtu furen后土夫人. Secondary gods are Jianggong zhizun 江公至尊, Baifu daren 白府大人 and Huangfu daren 黄府大人"
V042-3,Sanguantang,三官堂,V042, Sanguantang 三官堂: The main god is Sanguan dadi 三官大帝
V042-4,Guilinci,桂林祠,V042," Guilinci 桂林祠: The main god is Sanyi jiaozhu 三一教主. Secondary gods include Sanguan dadi 三官大帝, Wuxian dadi 五显大帝, Guansheng dijun 关圣帝君, Chensheng hufa 陈圣护法, Tiangong yuanshuai 田公元帅, Zhang Sanfen 张三峰, Zhuo Wanchun 卓晚春, Weng Wudao 翁悟道 and Lin Zhenming 林贞明. The SJCDCB, 1992:6 lists 62 initiates"
V042-5,Yinglingtang,应林堂,V042," Yinglingtang 应林堂 is dedicated to Sanyi jiaozhu 三一教主. The SJCDCB, 1992:6 lists 54 initiates"
V042-6,Qingde’an,清德庵,V042," Qingde’an 清德庵 was rebuilt in 1931. (PTZJZCG, 1992:205"
V042-7,Mingde’an,明德庵,V042," Mingde’an 明德庵 was built in the early Republican period (PTZJZCG, 1992:205) "
V043-1,Buyun gong,步云宫,V043," Buyun gong 步云宫, Buyun shushê 步云书社: The main god is Jialuo dasheng 伽罗大圣. Secondary gods include Tiangong yuanshuai 田公元帅, Ciji zhenjun 慈济真君, Zhanggong shengjun 张公圣君, Taiyi xiangu 太乙仙姑, Daye 大爷 and Erye 二爷"
V043-2,Yingxing dongshê,应兴东社,V043," Yingxing dongshê 应兴东社: The main god are Zunzhu mingwang 尊主 明王 and Houtu furen 后土夫人. Secondary gods are Sima shengwang 司马 圣王, Tianshang shengmu 天上圣母 and Daxiong 大兄"
V043-3,Ruiyuntang,瑞云堂,V043," Ruiyuntang 瑞云堂: The main god is Sanyi jiaozhu 三一教主. Secondary gods are Xuantian shangdi 玄天上帝, Puhua tianzun 普化天尊, Chensheng faye 陈胜法爷, Tiangong yuanshuai 田公元帅, Guanyin dashi 观音大士 and Xuantan yuanshuai 玄坛元帅. "
V044-1,Baichengjing Dejitang,白埕境德济堂,V044," Baichengjing Dejitang 白埕境德济堂 is also called the Zhanggonggong 张公宫. This is the main temple for the village ritual alliance. The temple is dedicated to Zhanggong shengjun 张公圣君. Secondary gods are Taiyi xiangu 太乙仙姑, Lishan laomu 李山老母 and Jixiang dajiang 吉祥大将"
V044-2,Baoyishê,宝义社,V044," Baoyishê 宝义社 is also known as Donghushê 东湖社. This temple branched off from the Wufushê 五福社 in the Qing dynasty. The main god are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods are Yanggong taishi 杨公太师, Lufu dashen 鲁府大神, Lufu furen 鲁府 夫人 and Lufu yima 鲁府姨妈"
V044-3,Wanlingdong,万灵洞,V044, Wanlingdong 万灵洞 is dedicated to Kongfu daren 孔府大人
V044-4,Baoandong,保安洞,V044, Baoandong 保安洞 is dedicated to Cuifu dama 崔府大妈
V044-5,Yutangci,玉堂祠,V044, Yutangci 玉堂祠 is dedicated to Sanyi jiaozhu 三一教主. 
V045-1,Wufushê,五福社,V045," Wufushê 五福社 was built in the Xianfeng period (1851–1861) and was rebuilt and expanded in 2002. The temple was originally the ancestral shê altar of the Baicheng village alliance (Baicheng zushê 白埕祖社). In the late Qing the altars were divided up, but the altar was later restored to Qianmian village. The main gods are Zunzhu mingwang 尊主明王, Houtu furen 后土夫人 and Sanwei zhenjun 三位真君. Secondary gods include Sima shengwang 司马圣王, Tianshang shengmu 天上圣母, Huanggong shenghou 黄公圣侯, Taiyi xiangu 太乙仙姑, Qianshi shengfei 钱氏圣妃, Tiangong yuanshuai 田公元帅, Zhanggong shengjun 张公圣君, Dutian yuanshuai 都天元帅 and Fazhu xianfei 法主仙妃"
V045-2,Zongkongtang,宗孔堂,V045, Zongkongtang 宗孔堂 is dedicated to Sanyi jiaozhu 三一教主. 
V046-1,Gaoyishê,高义社,V046," Gaoyishê 高义社 is co-owned with Houshê 后社, both villages taking turns every year. The main gods are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods are Dutian yuanshuai 都天元帅, Zhanggong shengjun 张公圣君, Taiyi xiangu 太乙仙姑, Lisan furen 李三夫人, Tiangong yuanshuai 田公元帅, Liugong yuanshuai 刘公 元帅"
V046-2,Jindetang,进德堂,V046," Jindetang 进德堂 was built in Tongzhi 5 (1866), restored in 1978, and moved and rebuilt in 2000. The main god is Zhanggong shengjun 张公 圣君. Secondary gods are Puhua tianzun 普化天尊, Tiangong yuanshuai 田公元帅, Chenshi zhenren 陈氏真人, Lufu dashen 鲁府大神, Lufu yima 鲁府姨妈. "
V047-1,Qingyuandian,清源殿,V047," Qingyuandian 清源殿 was founded in the early Qing and rebuilt in Guangxu wuxu (1898) and repaired in 1961, and then moved and rebuilt in 2000. The main god is Xuantian shangdi 玄天上帝. The secondary gods are Wengong yuanshuai 温公元帅 and Dutian yuanshuai 都天元帅"
V047-2,Zhulinci,柱林祠,V047," Zhulinci 柱林祠, Gaoyishê 高义社 is co-owned with Houdai 后埭, Yuanding 园顶, and Qubian 屈边 villages. The main gods are Sanyi jiaozhu 三一 教主, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人. Secondary gods are Guanyin dashi 观音大士, Wenchang dijun 文昌帝君, and Daxiong 大兄"
V047-3,Dutiandong,都天洞,V047, Dutiandong 都天洞 is dedicated to Daxiong 大兄 and Erxiong 二兄. 
V048-1,Baiyutang,白玉堂,V048, Baiyutang 白玉堂 is dedicated to Sanyi jiaozhu 三一 教主. Secondary gods are Zhanggong shengjun 张公圣君 and Xietian dadi 协天大帝
V048-2,Zhulinci,柱林祠,V048," Zhulinci 柱林祠, Gaoyi shushê 高义书社 is co-owned with Yuanding 园顶, and Qubian 屈边. The main gods are Sanyi jiaozhu 三一教主, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人. Secondary gods are Sanguan dadi 三官大帝, Xietian dadi 协天大帝, and Daxiong 大兄. "
V049-1,Yanqingshê,延庆社,V049," Yanqingshê 延庆社 is dedicated to Zunzhu mingwang 尊主明王and Houtu furen 后土夫人. Secondary gods are Sima shengwang 司马圣王, Taiyi xianggu 太乙仙姑, Lufu dashen 鲁府大神, Lisan furen 李三夫人 and Fandaren 范大人"
V049-2,Qingbeidian,清北殿,V049, Qingbeidian 清北殿 is dedicated to Xuantian shangdi 玄天上帝
V049-3,Hexingdong,合兴洞,V049," Hexingdong 合兴洞 is dedicated to Cuifu dama 崔府大妈. Secondary gods are Cui daren 崔大人, Li daren 李大人, and Wang daren 王大人. "
V050-1,Yanqingshê,延庆社,V050, Yanqingshê 延庆社 is dedicated to Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人
V050-2,Donglaigong,东来宫,V050, Donglaigong 东来宫 is dedicated to Jialuo dasheng 伽罗大圣 and Tianshang shengmu 天上圣母. 
V051-1,Baoquan yuan,宝泉院,V051," Baoquan yuan 宝泉院 (Taishifu 太师府) is dedicated to Yanggong taishi 杨公太师. Secondary gods are Sanyi jiaozhu 三一 教主, Rulai fozu 如来佛祖, Yang Jiuniang 杨九娘, Yangjie 杨姐, Weituo 韦驮, and Liuyuan dajiang 六员大将"
V051-2,Fuxingdong,福星洞,V051, Fuxingdong 福星洞 is dedicated to Lufu dashen 鲁府大神 and Lufu furen 鲁府夫人
V051-3,Xiangyangci,向阳祠,V051," Xiangyangci 向阳祠 is dedicated to Lin Lonjiang 林龙江. The SJCDCB, 1992:16 lists 277 initiates. "
V052-1,Xinglongci,兴隆祠,V052," Xinglongci 兴隆祠 is dedicated to Fude zhengshen 福德正神. Secondary gods are Sanyi jiaozhu 三一教主, Xuantian shangdi 玄天上帝, and Puhua tianzun 普化天尊. "
V053-1,1). Mingshan xingongv,名山新宫,V053,"1). Mingshan xingongv 名山新宫 is dedicated to Huangdu yuanshuai黄都元帅. The secondary gods are Sanyi jiaozhu 三一 教主, Zhuo zhenren 卓真人, Jin daren 金大人 and Wei daren 魏大人. 2). Qingde’an 清德庵 is dedicated to Guanyin dashi 观音大士. "
V054-1,Zhanjiang shuyuan,章江书院,V054," Zhanjiang shuyuan 章江书院is dedicated to Sanyi jiaozhu 三一教主. Secondary gods are Wenchang dijun 文昌帝君, Kuidou xingjun 魁斗星君, Tianshang shengmu 天上圣母 and Tiangong yuanshuai 田公元帅"
V054-2,Fayuting,法雨亭,V054, Fayuting 法雨亭 is dedicated to Guanyin dashi 观音大士
V054-3,Deshantang,德善堂,V054," Deshantang 德善堂 was built in Guangxu 3 (1914). (PTZJZCG, 1992:221) "
V055-1,Baoxing chansi,宝醒禅寺,V055, Baoxing chansi 宝醒禅寺 is dedicated to Rulai fozu 如来佛祖. 
V056-1,Xiangrici,向日祠,V056," Xiangrici 向日祠 is dedicated to Sanyi jiaozhu 三一 教主 and Xuantian shangdi 玄天上帝. Secondary gods include Tiangong yuanshuai 田公元帅, Puhua tianzun 普化天尊, Taiyi tianzun 太乙天尊, Lingguan dadi 灵官大帝, Wenchang dijun 文昌帝君, Zhaogong yuanshuai 赵公元帅, Magong yuanshuai 马公元帅, Kanggong yuanshuai 康公元帅, Wengong yuanshuai 温公元帅, Lufu dashen 鲁府大神, Lufu furen 鲁府 夫人, Lufu yima 鲁府姨妈, Huban dashen 虎班大神, Fenghuo erge 风火 二哥, Baiya jiangjun 白牙将军"
V056-2,Baolianyuan,宝莲院,V056," Baolianyuan 宝莲院 was built in the Ming Wanli period (1573–1620). The main god is Sanguan dadi 三官大帝. Secondary gods include Dizang pusa 地藏菩萨, Damo zushi 达摩祖师 and Yanggong taishi 杨公太师"
V056-3,Huxi shuyuan,湖西书院,V056, Huxi shuyuan 湖西书院 is now an elementary school. The main god is Wenchang dijun 文昌帝君
V056-4,Baoliansi,宝莲寺,V056," Baoliansi 宝莲寺 is dedicated to Shijia mouni 释伽牟尼. Secondary gods are Guanyin dashi 观音大士, Weituo 韦驮, and Jialan 伽蓝. "
V057-1,Xianyingmiao,显应庙,V057, Xianyingmiao 显应庙 is dedicated to Yanggong taishi 杨公太师
V057-2,Longdetan,隆德坛,V057, Longdetan 隆德坛 is dedicated to Lufu dashen 鲁府大神 and Lufu yima 鲁府姨妈
V057-3,Qingqindong,清沁洞,V057, Qingqindong 清沁洞 is dedicated to Daye 大爷 and Erye 二爷
V057-4,Renhuici,仁惠祠,V057, Renhuici 仁惠祠 is dedicated to Sanyi jiaozhu 三一教主. 
V058-1,Damafu,大妈府,V058,Damafu 大妈府 is dedicated to Cuifu dama 崔府大妈. 
V059-1,Yongtanshê,涌坛社,V059," Yongtanshê 涌坛社 includes three shê-altars, namely the Yongtan zushê 涌坛祖社, Yongtan dongshê 涌坛东社 and Yongtan zhongshê 涌坛中社. The main gods worshipped are Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人(three statues of each). The secondary gods are Qitian dasheng 齐天大圣, Sima shengwang 司马圣王, Tiangong yuanshuai 田公元帅, Tianshang shengmu 天上圣母, Qianshi xianfei 钱氏 仙妃"
V059-2,Xindujing Zixinggong,新度境紫星宫,V059, Xindujing Zixinggong 新度境紫星宫 is dedicated to Yanggong taishi 杨公太师. Secondary gods: Yangfu bajiang 杨府八将
V059-3,Guilinsi,桂林寺,V059, Guilinsi 桂林寺 is dedicated to Zhunti wenfo 准提文佛
V059-4,Xinglongting,兴隆亭,V059, Xinglongting 兴隆亭 is dedicated to Guanyin dashi 观音大士. Secondary gods are Weituo 韦陀 and Jialan 伽蓝
V059-5,Pumingtang,普明堂,V059," Pumingtang 普明堂 belongs to the Weng 翁, the Chen 陈 and the Xu 徐. The main god is Sanyi jiaozhu 三一教主. Secondary gods are Xuantan yuanshuai 玄坛元帅, Lufu dashen 鲁府大神, Lufu furen 鲁府夫人, Lufu yima 鲁府姨妈, Zhang Sanfeng 张三峰, Zhuozhenren 卓真人 and Linzhenming 林贞明"
V059-6,Baoxingan,宝兴庵,V059," Baoxingan 宝兴庵 was built in the Ming. (PTZJZCG, 1992:221"
V059-7,Puzhaoan,普照庵,V059," Puzhaoan 普照庵 was built in the Guangxu period (1875–1908). (PTZJZCG, 1992:221"
V059-8,Zongkongtang,宗孔堂,V059," Zongkongtang 宗孔堂 is dedicated to Lin Lonjiang 林龙江. The SJCDCB, 1992:16 lists 360 initiates"
V059-9,Tongxingci,桐星祠,V059," Tongxingci 桐星祠 is dedicated to Lin Lonjiang 林龙江. The SJCDCB, 1992:17 lists 101 initiates. "
V060-1,Yongtan dongshê,涌坛东社,V060, Yongtan dongshê 涌坛东社 is located within the Yongtanshê 涌坛社 of Houting 后亭
V060-2,Yongtan wushê,涌坛武社,V060," Yongtan wushê 涌坛武社 is dedicated to Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods are Tiangong yuanshuai 田公 元帅, Zhanggong shengjun 张公圣君, and Sima shengwang 司马圣王"
V060-3,Yongtan tangshê,涌坛汤社,V060, Yongtan tangshê 涌坛汤社 is dedicated to Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. The secondary god is Zhongyong shenghou 忠勇 圣侯
V060-4,Wanlinggong,万灵宫,V060, Wanlinggong 万灵宫 is dedicated to Kongfu daren 孔府大人. Secondary gods are Qitian dasheng 齐天大圣and Wenwu liesheng 文武列圣
V060-5,Yuetangci,月塘祠,V060," Yuetangci 月塘祠 is dedicated to Sanyi jiaozhu 三一教主. Secondary gods are Hufa longtian 护法龙天. The SJCDCB, 1992:16 lists 394 initiates"
V060-6,Chongkongtang,崇孔堂,V060," Chongkongtang 崇孔堂 is dedicated to Sanyi jiaozhu 三一教主. Secondary gods are Shangtian 上天 and Daqing 大青. The SJCDCB, 1992:16 lists 300 initiates"
V060-7,Jukui shuyuan,聚奎书院,V060, Jukui shuyuan 聚奎书院 is dedicated to Wenchang dijun 文昌帝君. 
V061-1,Yongtan wenshê,涌坛文社,V061," Yongtan wenshê 涌坛文社 was built in Qianlong bingwu (1786) and rebuilt in 1944. The temple is dedicated to Zunzhu mingwang 尊主明王and Houtu furen 后土夫人. Secondary gods are Zhanggong shengjun 张公圣君, Tiangong yuanshuai 田公元帅, Sima shengwang 司马 圣王, Yanggong taishi 杨公太师, and Tianshang shengmu 天上圣母"
V061-2,Wanfutang,万福堂,V061," Wanfutang 万福堂 is dedicated to Chenfu daren 陈府大人. Secondary gods: Zhu daifu 煮大夫, Shen daifu 沈大夫, Zhou daifu 周大夫 Zheng daifu 郑大夫"
V061-3,Ruiyundian,瑞云殿,V061," Ruiyundian 瑞云殿 is dedicated to Xuantian shangdi 玄天上帝. Secondary gods are Wenchang dijun 文昌帝君, Sanguan dadi 三官大帝, Chenshi zhenren 陈氏真人, and Baifu daren 白府大人"
V061-4,Shunrentang,顺仁堂,V061, Shunrentang 顺仁堂 is dedicated to Cuifu dama 崔府大妈 and Cuifu yima 崔府姨妈
V061-5,Kaishundian,开顺殿,V061, Kaishundian 开顺殿 is dedicated to Xuantian shangdi 玄天上帝
V061-6,Xinglongting,兴隆亭,V061, Xinglongting 兴隆亭 is dedicated to Guanyin dashi 观音大士
V061-7,Tongmingtang,桐明堂,V061," Tongmingtang 桐明堂 is dedicated to Lin Lonjiang 林龙江. The SJCDCB, 1992:16 claims 254 initiates. "
V062-1,Xingxian zushê,兴贤祖社,V062," Xingxian zushê 兴贤祖社. The main gods are Zunzhu mingwang 尊主明王and Houtu furen 后土夫人. Secondary gods are Sima shengwang 司马圣王, Zhanggong shengjun 张公圣君, and Tiangong yuanshuai 田公元帅"
V062-2,Xingxian xinshê,兴贤新社,V062," Xingxian xinshê 兴贤新社 was built in Qianlong 51 ( 1786), and was rebuilt in 1995. The temple is dedicated to Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Secondary gods are Tiangong yuanshuai 田公元帅, Kanggong yuanshuai 康公元帅, Dutian yuanshuai 都天元帅, Zhanggong shengjun 张公圣君, Tianshang shengmu 天上圣母, Sima shengwang 司马 圣王, Puhua tianzun 普化天尊"
V062-3,Wanan xueshê,万安学社,V062," Wanan xueshê 万安学社 is dedicated to Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. The secondary gods are Tianshang shengmu 天上圣母 and Tiangong yuanshuai 田公元帅"
V062-4,Baozhenggong,葆真宫,V062," Baozhenggong 葆真宫 is dedicated to Tianshang shengmu 天上圣母. The secondary gods are Taiyi xiangu 太乙仙姑, Yang Jiuniang 杨九娘, Lufu dashen 鲁府大神, Lufu furen 鲁府夫人, and Lufu yima 鲁府姨妈"
V062-5,Jiongxingtang,炯星堂,V062, Jiongxingtang 炯星堂 is dedicated to Sanyi jiaozhu 三一教主. Secondary gods include Tiangong yuanshuai 田公元帅 and Guanyin dashi 观音大士
V062-6,Junlutang,俊禄堂,V062," Junlutang 俊禄堂 is dedicated to Lin Lonjiang 林龙江. The SJCDCB, 1992:16 claims 238 initiates"
V062-7,Tongxingtci,桐星祠,V062," Tongxingtci 桐星祠 is dedicated to Lin Lonjiang 林龙江. The SJCDCB, 1992:17 claims 200 initiates. "
V063-1,Cuobingjing Longjinmiao,厝柄境龙津庙,V063," Cuobingjing Longjinmiao 厝柄境龙津庙 (Taishifu 太师府) is dedicated to Yangfu dagong 杨府大公. The temple was built in the mid-Qing, and is the main overall temple of Cuobing village. Secondary gods are Yangfu dama 杨府大妈, Yang Jiuniang 杨九娘, and Wenchang dijun 文昌帝君"
