startdate,enddate,uid_r,text,gods_involved
01-14,01-14,V083-2,"On 1/14 the old and the new Fushou 福首 exchange ranks, and that evening they join a procession of lanterns around the village boundaries.",[]
01-15,01-15,V083-3,"On 1/15 Sima shengwang 司马圣王 is taken back to the temple, and Daoist ritual masters are invited to conduct a jiao rite 做醮.",['Sima shengwang']
01-09,01-09,V084-1,On 1/9 Qitian dasheng 齐天大圣 is taken on a procession by the Wu 吴.,['Qitian dasheng']
01-15,01-15,V084-2,On 1/15 Qitian dasheng 齐天大圣 is taken on procession by the Song 宋.,['Qitian dasheng']
02-09,02-09,V084-3,On 2/9 the rites of Toufu 头福 are celebrated.,[]
01-15,01-15,V085-1,On 1/15 Qitian dasheng 齐天大圣 goes on a procession within the village. This event is organized by the Lin 林.,['Qitian dasheng']
01-03,01-03,V086-1,"On 1/3, the first opera of Yuanxiao 元宵 is performed.",[]
01-16,01-30,V086-2,"Between 1/16–30, on a day determined by divination, Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Yanggong taishi 杨公 太师 and Baima shenghou 白马圣侯 are taken on a procession throughout the village. Lantern processions are held at night, and Daoist ritual masters are invited to hold jiao rites 做醮.","['Baima shenghou', 'Houtu furen', 'Yanggong taishi', 'Zunzhu mingwang']"
02-01,02-01,V086-3,"On 2/1, the Toufu 头福 celebration is held. Opera is performed for two days.",[]
01-04,01-04,V087-1,On 1/4 villagers go on a procession to Hugongshan Lingyundian 壶公山凌云殿 to request the incense fire of Yuhuang dadi 玉皇大帝. Opera is performed. This is organized by Tongyingmiao.,['Yuhuang dadi']
01-09,01-10,V087-2,"On 1/9–10 the Quexia Lin of Louxia 楼下阙下林 take Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Zhanggong shengjun 张公圣君, Tianshang shengmu 天上圣母 and Tiangong yuanshuai 田公 元帅神 on a procession around the village.","['Houtu furen', 'Tiangong', 'Tiangong yuanshuai', 'Tianshang shengmu', 'Zhanggong shengjun', 'Zunzhu mingwang']"
01-10,01-11,V087-3,On 1/10–11 the Quexia Lin of Zhongjing 中境阙下林 take Zhanggong shengjun 张公圣君 on a procession around the village.,['Zhanggong shengjun']
01-12,01-12,V087-4,"On 1/12 the Wang of Xicuotou 西厝头王 take Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Tianshang shengmu 天上圣母 and Tiangong yuanshuai 田公元帅 on a procession around the village.","['Houtu furen', 'Tiangong', 'Tiangong yuanshuai', 'Tianshang shengmu', 'Zunzhu mingwang']"
01-13,01-13,V087-5,"On 1/13 the Huang of Xicuotou 西厝头黄 take Zunzhu mingwang 尊主明王, Houtu furen 后土夫人 and Zhanggong shengjun 张公圣君 on a procession around the village.","['Houtu furen', 'Zhanggong shengjun', 'Zunzhu mingwang']"
01-14,01-14,V087-6,"On 1/14 the Jiumu Lin of Xicuotou 西厝头 九牧林 take Zunzhu mingwang 尊主明王, Houtu furen 后土夫人 and Tianshang shengmu 天上圣母 on a procession.","['Houtu furen', 'Tianshang shengmu', 'Zunzhu mingwang']"
01-15,01-16,V087-7,On 1/15–16 the Quexia Lin of Hougu 后沟阙下林 take the incense burner 社炉 and Tianshang shengmu 天上圣母 to each household to xingdao 行道 practice the Dao and then on a procession around the village.,['Tianshang shengmu']
01-20,01-20,V087-8,"On 1/20 the Xie of Jindong 金东谢 take Zunzhu mingwang 尊主明王, Houtu furen 后土夫人 and Honggong yuanshuai 鸿公元帅 on a procession around the village.","['Houtu furen', 'Zunzhu mingwang']"
01-20,01-20,V087-9,"On 1/20, a common Yuanxiao 总元宵 is held. Tiangong yuanshuai 田公元帅 is invited to go on procession around the entire village.","['Tiangong', 'Tiangong yuanshuai']"
01-12,01-12,V088-1,"On 1/12, the incense burners of the temple are taken to each household to xingdao 行道 practice the Way. Opera is performed.",[]
02-15,02-15,V088-2,"On 2/15 Liugong yuanshuai 刘公元帅 of Lingyinggong 灵应宫 along with Liugong 刘公, Zhanggong 张公 and Qiugong 邱公 go on procession through the four village alliance, opera is performed and Daoist ritual masters are invited to conduct Jiao rituals 做醮. These events are organized by the four village alliance as a whole.",['Liugong yuanshuai']
01-06,01-06,V089-1,"On 1/6 Tiangong yuanshuai 田公元 帅 and the incense burners of the shê altar are taken on a procession to each household to xingdao (practice the Dao), and then around the village boundaries. At night palm sedan chairs are carried around and Daoists ritual masters conduct Jiao rites.","['Tiangong', 'Tiangong yuanshuai']"
01-09,01-09,V090-1,"On 1/9 the incense burners of the shê altar are taken on a procession to each household to xingdao (practice the Dao), and then around the village boundaries. At night palm sedan chairs are carried around and Daoists ritual masters conduct Jiao rites.",[]
01-15,01-15,V091-1,"On 1/15 the incense burners of the shê altar are taken on a procession to each household to xingdao (practice the Dao), and then around the village boundaries. At night lanterns are carried in a procession and Daoists ritual masters conduct Jiao rites.",[]
01-10,01-10,V092-1,"On 1/10 the incense burners of the shê altar are taken on a procession to each household to xingdao (practice the Dao), and then around the village boundaries. Opera is performed and Daoists ritual masters conduct Jiao rites.",[]
01-11,01-11,V093-1,"On 1/11 the incense burners of the shê altar are taken on a procession to each household to xingdao 行道 (practice the Dao), and then around the village boundaries. At night lanterns are carried in a procession and Daoists ritual masters conduct Jiao rites.",[]
01-08,01-08,V094-1,"On 1/8 villagers take Zhanggong shengjun 张公圣君 and the incense burners of the shê altar on a procession to each household to xingdao (practice the Dao), and then around the village boundaries. A procession goes to Xiazhuang Kaiyuan zongshê 下庄开元宗社 to worship, and at night a lantern procession takes place, opera is performed and Daoists ritual masters conduct Jiao rites.",['Zhanggong shengjun']
01-16,01-17,V095-1,"On 1/16–17, The gods of Longtang shushê 龙塘书社 and Xianying gong 显应宫 are invited to go on procession within its territory. Opera is performed for two days.",[]
01-16,01-16,V096-1,"On 1/16, the gods of Shangan shushê are invited to go on procession within the village territory as well as to the villages of Tangtou 塘头, Lukeng 卢坑 and Shandou 山兜.",[]
01-10,01-10,V097-1,"On 1/10, Sima shengwang 司马圣王 is invited to go on procession within the village territory as well as to the villages of Dongzhu 东洙, Tangtou 塘头, and Tingxia 亭下.",['Sima shengwang']
01-10,01-10,V098-1,"On 1/10, the gods of the shê are taken to each household to xingdao 行道(practice the Dao) and then on a procession around the village territory.",[]
01-04,01-5,V099-1,"On 1/4–5, Qingshuigong 清水宫 receives the gods. The first opera of the year, Touchangxi 头场戏, is performed.",[]
01-06,01-7,V099-2,On 1/6–7 Shangjingjia 上境甲 takes the incense burners of the shê altar to each household to xingdao (carry out the Dao). In the evening they hold a lantern procession around their territorial boundaries.,[]
01-11,01-13,V099-3,On 1/11–13: Zhongjingjia 中境甲 takes the incense burners of the shê altar to each household to xingdao (carry out the Dao). In the evening they hold a lantern procession around their territorial boundaries.,[]
01-15,01-16,V099-4,On 1/15–16: Nanjingjia 南境甲 takes the incense burners of the shê altar to each household to xingdao (carry out the Dao). In the evening they hold a lantern procession around their territorial boundaries.,[]
01-20,01-20,V099-5,"After 1/20, on a day determined by divination, a common Yuanxiao 总元宵 is held, with a common procession around the entire Yaotai territory (this is called circling the mountain 圈山). Daoist ritual masters are invited to conduct rituals in groups of seven.",[]
02-01,02-31,V099-6,"If the day determined by divination is in the second lunar month, then a procession has to be held to all the twenty-four pu wards of Huangshi township 黄石二十四铺.",[]
01-10,01-11,V100-1,"On 1/10–11, the Zhang 张 and the Zhu 朱 invite the gods of Huanjin dongshê 浣锦东社 to visit each household to xingdao (carry out the Dao). In the evening a lantern procession is held around the territory while Daoist ritual masters conduct rites in the temple.",[]
01-12,01-13,V100-2,"On 1/12–13, the Lin 林 invites the gods of Huanjin xishê 浣锦西社 to visit each household to xingdao (carry out the Dao). In the evening a lantern procession is held around the territory while Daoist ritual masters conduct rites in the temple. Four fushou 福首 from Linshê 林社 “circle the lanterns 圈灯” (lead the lanterns in a procession in a circle around the village boundaries) while holding the incense burners of the shê-altar. In the past, four Daoist ritual masters 法师 and three Buddhist monks 和尚 were invited to conduct rituals. Nowadays, five Daoist ritual masters accompanied by a drummer conduct the rituals.",[]
01-14,01-14,V100-3,"On 1/14, the Song 宋 invite the gods of Jinli zushê to visit each household to xingdao (carry out the Dao). In the evening a lantern procession is held around the territory while Daoist ritual masters conduct rites inside the temple.",[]
01-15,01-15,V100-4,"On 1/15, the entire village invites the gods of Jinsha zushê 金沙祖社 to visit each household to xingdao (carry out the Dao). In the evening a lantern procession is held around the territory while Daoist ritual masters conduct rites inside the temple. That day, the gods go on procession around the village territory.",[]
01-16,01-16,V100-5,"On 1/16, the Wu 吴 invites the gods of Jukui shangshê 聚奎上社 to visit each household to xingdao (carry out the Dao). In the evening a lantern procession is held around the territory while Daoist ritual masters conduct rites inside the temple.",[]
01-15,01-15,V101-1,"n 1/15, the gods of Xingtai zushê 兴泰 祖社 are invited to visit each household to xingdao (carry out the Dao). In the evening a lantern procession is held around the territory while Daoist ritual masters conduct rites inside the temple.",[]
02-02,02-02,V101-2,On 2/2 Toufu 头福 is celebrated with performances of opera.,[]
01-24,01-24,V102-1,"On 1/24, the Zhang 张 take Yanggong taishi 杨公太师 and Tianshang shengmu 天上圣母 of Xingbaoshê 兴保社 to visit each household to xingdao (carry out the Dao). In the evening a lantern procession is held around the territory while Daoist ritual masters conduct rites in the temple.","['Tianshang shengmu', 'Yanggong taishi']"
01-25,01-25,V102-2,"On 1/25, the Chen 陈 take Yanggong taishi 杨公 太师 and Tianshang shengmu 天上圣母 of Xingbaoshê to visit each of their households and to xingdao (carry out the Dao). In the evening a lantern procession is held around the territory while Daoist ritual masters conduct rites in the temple. On these occasions, cookies are distributed to families 分丁饼.","['Tianshang shengmu', 'Yanggong taishi']"
01-11,01-12,V103-1,"On 1/11–12, the gods of Shenglong sheshu are invited to go to each household to xingdao (carry out the Dao), and a lantern procession is held around the village territory. Opera is performed for two days and Daoist ritual masters conduct rites. The entire village organizes the ritual together, and funds are collected on a per capita basis.",[]
01-16,01-16,V104-1,"On 1/16, the gods of Xianyingmiao 显应庙 and Anningshê 安宁社 are invited to visit each household to xingdao (carry out the Dao). In the evening a lantern procession is held around the village boundaries while Daoist ritual masters conduct rites in the temple.",[]
01-16,01-16,V105-1,"On 1/16, the gods of Xianyingmiao 显应庙 and Anningshê 安宁社 are invited to practice the Dao 行道 in every household. In the evening a lantern procession is held around the territory while Daoist ritual masters conduct rites in the temple.",[]
01-15,01-15,V106-1,"On 1/15, residents participate in the procession of the gods through the streets and lanes of Huangshi township.",[]
01-15,01-15,V107-1,"On 1/15, residents participate in the procession of the gods through the streets and lanes of Huangshi 黄石 town.",[]
01-15,01-15,V108-1,"On 1/15, the gods of Zunrong shushê 尊荣书社 are invited to go on procession within its territory.",[]
01-15,01-15,V109-1,"On 1/15, residents participate in the procession of the gods through Huangshi 黄石 town.",[]
01-15,01-15,V110-1,On 1/15 residents participate in the procession of the gods through Huangshi 黄石 town.,[]
01-15,01-15,V111-1,On 1/15 residents participate in the procession of the gods through the streets of Huangshi jiedao 黄石街道.,[]
01-15,01-15,V112-1,On 1/15 residents participate in the procession of the gods through the streets of Huangshi jiedao 黄石街道.,[]
01-15,01-15,V113-1,On 1/15 residents participate in the procession of the gods through the streets of Huangshi jiedao.,[]
01-07,01-07,V114-1,"On 1/7 the incense burners of the shê altar are taken on a procession to each household to xingdao (practice the Dao), and at night lanterns are taken on procession.",[]
01-08,01-08,V114-2,"On 1/8 the gods of the Jinsha shangshê 金沙上社 are taken on a procession around the village territory. In the afternoon, Daoist ritual masters are invited to conduct Jiao rites.",[]
